address,chanquannianxian,chanquanxingzhi,chaoxiang,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniajdai,link,louceng,lvhualv,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu 
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,西,25373元/平米,无,,1室1厅1卫,平层,67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212853537_11475948x2411158067_165862352.htm,中层,35.3%,1.99,国际城名苑 人车分流 精装修套一 采光好 位置安静,1.2元/平米·月,住宅                    ,国际城名苑,简装修
香港花园铜锣湾辛家庄-市南区江西路160号,70年产权;,商品房,南,27907元/平米,无,,1室1厅1卫,,43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209648698_11484335x2411723059_165039710.htm,中层,32%,2,香港花园铜锣湾 新上套一厅 中楼层 不靠路安静 超低总价,1.1元/平米·月,住宅                    ,香港花园铜锣湾,简装修
东海路9号东海路-东海西路15号乙,70,商品房,东南,30120元/平米,无,,2室2厅2卫,,166平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212762468_11480645x2411132903_165069125.htm,低层,25%,8.95,东海路9号167平套二精装500万 临华润悦府万丽海景,9元/平米·月,住宅                    ,东海路9号,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",,商品房,南,27937元/平米,无,,2室1厅1卫,,59.42平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207823063_11270349x2411714917_165920575.htm,中层,35%,1.2,逍遥小区(逍遥三路) 2室1厅 59平,0.2元/平米·月,住宅                    ,逍遥小区,简装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南,39554元/平米,无,,3室2厅2卫,平层,151.69平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209621600_11497575x2411603145_164580688.htm,高层,46%,1.9,金海广场 精装套三 海边多层 满五年,1.2元/平米·月,住宅                    ,金海广场,简装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南北,30675元/平米,有,,2室1厅1卫,平层,94.54平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210833482_11479435x2411255663_164686155.htm,低层,41%,1.99,市南区 锦绣华城 品质小区 万达 购物方便 交通便利,1.48元/平米·月,住宅                    ,锦绣华城,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,48980元/平米,无,,3室2厅2卫,,147平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212596274_11477312x2411542583_165803608.htm,高层,30%,5.1,以诚力荐 奥帆基地 居家套三 带车位 房,5.00元/平米·月,住宅                    ,鲁商首府,精装修
正一绿苑辛家庄-市南区彰化路11号,,个人产权,南北,32695元/平米,无,,4室2厅1卫,平层,121.73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211065714_11484665x2411685291_165940570.htm,低层,0%,,新上 基隆路 低楼层精装套四 位置安静 随时看,暂无资料,住宅                    ,正一绿苑,精装修
华丽广场福州南路-漳州一路21号,,个人产权,南北,27026元/平米,有,,3室2厅2卫,平层,195平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209024810_11959720x2411599145_162773399.htm,中层,27%,4.9,香港中路 奥帆 华丽广场精装套三复式 195平527万,0.4元/平米·月,住宅                    ,华丽广场,豪华装修
建信花园广电大厦-延吉路154号,,商品房,南,25169元/平米,无,,3室1厅1卫,,87.41平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210480507_11252849x2411657437_163413618.htm,中层,37%,1.5,建信花园 市南区 中间楼层的三居室 南北通透 全明户型,1.5元/平米·月,住宅                    ,建信花园,精装修
闽江苑福州南路-闽江路141号,,个人产权,南北,30843元/平米,无,,2室1厅1卫,平层,83平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209505864_11740874x2411670733_160561871.htm,中层,35%,2.6,闽江苑 套二明厅 不靠路安静 青啤花园,1元/平米·月,住宅                    ,闽江苑,中装修
鹏程花园辛家庄-燕儿岛路16号,,商品房,南北,17561元/平米,无,,2室1厅1卫,,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212529047_11483812x2411657151_165887532.htm,低层,15%,3,鹏程花园 2室1厅 123平,1.4元/平米·月,住宅                    ,鹏程花园,精装修
新贵都三期浮山所-青岛市南区南京路12号,,商品房,南,39756元/平米,无,,2室2厅1卫,,103.13平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212632040_11490537x2411633543_165887545.htm,高层,25%,3.23,新贵都三期 2室2厅 103平,1.2元/平米·月,住宅                    ,新贵都三期,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,个人产权,暂无,28983元/平米,无,,2室1厅1卫,平层,53.48平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211692328_11476046x2411595503_165171326.htm,高层,35%,1.5,辛家庄区 双南向套二厅 实际面积大 总价di DU家房源,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
弘信山庄天山-宁夏路274号,,个人产权,南北,29231元/平米,无,,2室1厅1卫,平层,97.5平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210187263_11486723x2411591105_165942887.htm,中层,40%,1.6,弘信山庄 套二明厅 三楼 封闭小区 福林 看房预约,0.8元/平米·月,住宅                    ,弘信山庄,精装修
新贵都一期浮山所-徐州路2号,70年产权;,个人产权,南北,32168元/平米,无,,3室2厅2卫,平层,143平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210099129_12210297x2411012856_160565653.htm,低层,40%,4.6,新贵都一期 多层1.2楼复式 小区中间位置 南北通透 性价bi髙,0.4元/平米·月,住宅                    ,新贵都一期,中装修
海悦中心东海路-东海中路18号,70年产权;,个人产权,南北,36397元/平米,有,,3室2厅2卫,平层,136平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212484657_11477349x2411012852_163988707.htm,高层,30%,5,海悦 双南卧套三 海景 带电梯 金海如意大公鲁商,0.80元/平米·月,住宅                    ,海悦中心,精装修
万丽海景湛山-东海西路1号,70年产权;,商品房,南北,45810元/平米,无,,4室3厅3卫,,327平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212644398_11982517x2411162251_160195587.htm,高层,35%,4,万丽海景 全海景四居室 南北通透 送车位 低于市场价300万,7元/平米·月,住宅                    ,万丽海景,豪华装修
福林小区大尧-大尧二路17号,,商品房,南北,29925元/平米,无,,2室1厅1卫,平层,64.16平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212689552_12092326x2411632347_162498372.htm,中层,40%,2,福林花园 粉楼套二厅 四楼 安静采光好 南北通透 福林小,0.4元/平米·月,住宅                    ,福林小区,简装修
青啤花园浮山所-青岛市南区闽江路130、140-148号,,商品房,东,26404元/平米,无,,2室1厅1卫,平层,89平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212800597_11492779x2411597385_165284523.htm,高层,20%,1.3,浮山所青啤花园中等装修青啤花园适合和人多的家庭,0.5元/平米·月,住宅                    ,青啤花园,简装修
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,南北,52471元/平米,无,,3室1厅1卫,,104.82平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212869879_12149283x2411158067_165913431.htm,高层,35.3%,1.99,国际城名苑 精装修顶加阁,1.2元/平米·月,住宅                    ,国际城名苑,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南,29355元/平米,有,,1室1厅1卫,,62平米,住宅                    ,http://esf.qd.fang.com/chushou/18_204458557_12389654x2411255663_163510640.htm,中层,41%,1.99,锦绣华城 套一厅 精装 高楼层 采光好,1.48元/平米·月,住宅                    ,锦绣华城,精装修
新贵都A区浮山所-徐州路53号,70年产权;,个人产权,南,28710元/平米,无,,1室1厅1卫,平层,45.28平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210004245_12200756x2411668625_160524683.htm,中层,40%,4.6,新贵都A区 两年前的精装 南向采光好 近地/铁口 下楼就是学/校,0.7元/平米·月,住宅                    ,新贵都A区,精装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,商品房,南,29917元/平米,无,,2室1厅2卫,,143.73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209957220_11971894x2411173023_165494648.htm,低层,25%,9.99,凯悦 精装 海景 大套二 可看到五四广场2号 沿海高品质,6.5元/平米·月,住宅                    ,凯悦中心,精装修
远洋新村八大湖-高邮湖路26号,,商品房,东,28030元/平米,无,,2室1厅1卫,,66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212875633_11484851x2411666867_164834731.htm,中层,35%,1.8,远洋新村温馨套二 双南采光好 位置安静房型正 高,0.36元/平米·月,住宅                    ,远洋新村,简装修
海牛新村天山-银川西路6号,,个人产权,南北,29556元/平米,无,,2室1厅1卫,平层,108.27平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210522053_11666001x2411666515_165907297.htm,低层,46%,1.2,海牛新村108.27平套二一南一北卧南厅,0.4元/平米·月,住宅                    ,海牛新村,精装修
"逍遥小区福州南路-大尧三路,逍遥二路周边区域",,商品房,南北,29831元/平米,无,,2室1厅1卫,平层,68.72平米,住宅                    ,http://esf.qd.fang.com/chushou/18_200838884_11782484x2411714917_165761570.htm,中层,35%,1.2,逍遥花园 南北通透 发光四楼 套二厅 过五年省税,0.2元/平米·月,住宅                    ,逍遥小区,精装修
建信花园广电大厦-延吉路154号,,商品房,南,24143元/平米,无,,2室1厅1卫,平层,70平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209538612_11270178x2411657437_163491870.htm,高层,37%,1.5,市南区套二精装修宁二 建信花园近海延雅居延福花园中城嘉汇,1.5元/平米·月,住宅                    ,建信花园,精装修
海悦中心东海路-东海中路18号,70年产权;,商品房,东,35000元/平米,无,,4室2厅2卫,平层,180平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212855966_11481023x2411012852_164968697.htm,高层,30%,5,"++zhen房源++ 海悦+六号楼 高楼层海景房,无任何遮挡,正南向,",0.80元/平米·月,住宅                    ,海悦中心,简装修
曼哈顿广场巴黎春天-山东路18号,70年产权;,商品房,南北,17593元/平米,无,,1室1厅1卫,,54平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211816503_11702729x2411132863_165304384.htm,高层,21%,5.58,70年 镇江路 59 曼哈顿广场 正常贷款,2.5元/平米·月,住宅                    ,曼哈顿广场,精装修
凯金花园辛家庄-漳州一路40号,,个人产权,暂无,25056元/平米,无,,2室2厅1卫,平层,110.95平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212784397_11475803x2411666891_164640716.htm,低层,35%,1.2,凯金花园 双南卧北明厅明厨明卫全明两居室,0.3元/平米·月,住宅                    ,凯金花园,精装修
福林花园福州南路-大尧二路17号,70年产权;,商品房,南,32268元/平米,无,,2室1厅1卫,平层,63.53平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212585746_11489855x2411633663_164580688.htm,高层,20%,1,"南北通透,不临街不靠路,采光好,交通生活便利",0.3元/平米·月,住宅                    ,福林花园,简装修
颐和国际五四广场-香港中路10号,70年产权;,个人产权,西,21354元/平米,无,,1室1厅1卫,平层,96平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212450241_11235600x2411596549_163630593.htm,中层,20%,5.5,"颐和国际封闭打卡住宅小区,素质住户北面对着市政府,南邻海边",6元/平米·月,住宅                    ,颐和国际,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,北,24228元/平米,无,,1室0厅1卫,,49.53平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473593_11640244x2411097380_160572242.htm,低层,40.2%,1.29,颐中高山 1室0厅 49平,1.4元/平米·月,住宅                    ,颐中高山,精装修
远洋公馆辛家庄-燕儿岛路23号,70,商品房,南北,45646元/平米,无,,4室2厅4卫,平层,333平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209392887_11475548x2411660729_163803352.htm,高层,51.5%,1.88,远洋公馆 配套管家 精装套四 品质生活 为您臻选,7元/㎡·月,住宅                    ,远洋公馆,简装修
天山小区天山-市南区宁国路33号,,个人产权,南,27143元/平米,无,,2室1厅1卫,平层,70平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212753710_11490997x2411596383_163445683.htm,中层,41%,1.1,天山小区 南北通透套二 诚心出售 好楼层,0.27元/平米·月,住宅                    ,天山小区,中装修
樱花园五四广场-东海西路20号,70年产权;,商品房,南北,35696元/平米,无,,3室1厅1卫,,119.06平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212373104_11238454x2411673919_165804353.htm,低层,35%,1.6,樱花园 小区安静 南北通透 近两年装修 业主诚心出售,0.8元/平米·月,住宅                    ,樱花园,精装修
福林小区大尧-大尧二路17号,,商品房,南北,26000元/平米,无,,3室2厅1卫,,125平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210101983_11484179x2411632347_165904044.htm,低层,40%,2,"福林小区 全明,通透户型 钻石楼层 必卖 可做套四",0.4元/平米·月,住宅                    ,福林小区,中装修
新贵都C区浮山所-徐州路15号-31号,70年产权;,商品房,南,29070元/平米,无,,1室1厅1卫,,43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211884904_11241000x2411668629_165313960.htm,中层,40%,4,新贵都C区 多层套一 生活便利 居家好房 精装 业主诚心出售,1.2元/平米·月,住宅                    ,新贵都C区,精装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,个人产权,南北,46129元/平米,有,,3室2厅2卫,平层,155平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212089480_11483427x2411542583_164413896.htm,高层,30%,5.1,鲁商 楼层高 刚过两年商品房照片 价格可议 带负二车位,5.00元/平米·月,住宅                    ,鲁商首府,豪华装修
丰华园广电大厦-奉化路2号,70年产权;,个人产权,南,37799元/平米,无,,2室2厅1卫,平层,99.21平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212805834_12098419x2411111286_164632628.htm,高层,36.2%,1.72,"丰华园金色慧谷,南北通透,楼层好,精装套高层",0.8元/平米·月,住宅                    ,丰华园,简装修
闽江苑福州南路-闽江路141号,,商品房,南北,24690元/平米,无,,3室1厅1卫,,115.43平米,住宅                    ,http://esf.qd.fang.com/chushou/18_199983564_11271576x2411670733_163853173.htm,中层,35%,2.6,闽江苑 3室1厅 115平,1元/平米·月,住宅                    ,闽江苑,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,个人产权,南北,28919元/平米,无,,2室1厅1卫,平层,65.7平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209072761_11750761x2411665169_165942887.htm,高层,34%,1.2,新上辛家庄区 四楼 采光无遮挡 双南卧带东窗 金门路,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
万丽海景湛山-东海西路1号,70年产权;,商品房,南北,54978元/平米,无,,2室2厅2卫,平层,231平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211998276_12351861x2411162251_164762508.htm,高层,35%,4,私家海岸线海景大宅典范强势回归欢迎品鉴为您尊享,7元/平米·月,住宅                    ,万丽海景,简装修
国际城名苑广电大厦-丰田路8号,70年产权;,商品房,南,27236元/平米,有,,3室2厅1卫,平层,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212510844_12377547x2411158067_165904044.htm,高层,35.3%,1.99,新上 天然氧吧06年市南区封闭小区小区内 套三双卫,1.2元/平米·月,住宅                    ,国际城名苑,精装修
青啤花园浮山所-青岛市南区闽江路130、140-148号,,商品房,南北,24455元/平米,无,,3室2厅2卫,,110平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212355976_11494021x2411597385_163698492.htm,高层,20%,1.3,福州南路闽江路 青啤花园新上套三 安静 急售,0.5元/平米·月,住宅                    ,青啤花园,简装修
慧博园二轻新村-宁夏路116号,70年产权;,商品房,南,35938元/平米,无,,2室2厅1卫,平层,96平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209695661_11970796x2411097180_164690094.htm,中层,45%,1.5,慧博园 旁 05年多层封闭小区 位置安静,1.2元/平米·月,住宅                    ,慧博园,精装修
泛海名人广场福州南路-福州南路19号,70年产权;,商品房,东,21032元/平米,有,,3室2厅2卫,,175.45平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209915314_12127017x2411012848_164783902.htm,低层,30%,3.77,泛海名人广场 南北通透双卫套三 带平台 低单价 户型方正,2.5元/平米·月,住宅                    ,泛海名人广场,简装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,南,32230元/平米,无,,3室2厅2卫,,139平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209949774_11868512x2411592427_165639679.htm,中层,62.3%,0.87,"银都花园,全海景,精装修两居室,全天采光,小区免费停车",1.2元/平米·月,住宅                    ,银都花园,豪华装修
深蓝中心五四广场-东海西路11号,,个人产权,南,65217元/平米,无,,4室3厅4卫,,460平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210841999_11492088x2411774603_165150185.htm,中层,30%,6.5,深蓝 豪华先生的豪华选择,暂无资料,住宅                    ,深蓝中心,豪华装修
深蓝中心五四广场-东海西路11号,,商品房,东,80435元/平米,无,,4室2厅2卫,平层,460平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212671844_11967208x2411774603_165152890.htm,低层,30%,6.5,祥房别墅 楼层高4居室 谈笑间纵览澜海 坐卧潮起潮落 绿城,暂无资料,住宅                    ,深蓝中心,豪华装修
海信金色慧谷广电大厦-仙居路66号,,商品房,南北,32857元/平米,无,,2室2厅1卫,,84平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209990025_11493224x2411092081_165919459.htm,中层,45%,1.8,广电大厦 金色慧谷 多层精装套区 南北通透,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
海信金色慧谷广电大厦-仙居路66号,,商品房,暂无,34722元/平米,无,,3室2厅2卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206459469_11482860x2411092081_165791001.htm,高层,45%,1.8,海信金色慧谷 精装元宝户型套三 不临街超好楼座 小高层带电梯,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,商品房,南,28312元/平米,无,,1室2厅1卫,平层,77平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209988857_11487996x2411338983_164690094.htm,低层,20.1%,5.91,国际年轻人 高,1.32元/平米·月,住宅                    ,中央国际,豪华装修
新贵都浮山所-徐州路2号,70年产权;,个人产权,南北,37784元/平米,无,,5室3厅3卫,,185平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211343050_11486586x2411012856_165183038.htm,高层,40%,4.6,五四广场 奥帆 新贵都一期 复式185平 精装修,0.4元/平米·月,住宅                    ,新贵都,精装修
新贵都浮山所-徐州路2号,70年产权;,商品房,南北,32439元/平米,无,,3室2厅2卫,平层,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208679026_11920100x2411012856_165960907.htm,中层,40%,4.6,小区里 两大南卧一北卧大南厅 采光好 仅有多层套三,0.4元/平米·月,住宅                    ,新贵都,简装修
福苑小区福州南路-市南闽江二路59号,,商品房,南北,39948元/平米,无,,2室1厅1卫,平层,77.6平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212433254_11909600x2411591107_165761570.htm,高层,15%,2,新上福苑小区顶加阁 高利用率 南北通透 采光,0.4元/平米·月,住宅                    ,福苑小区,简装修
鲁商首府奥帆中心-燕儿岛路7号,70年产权;,商品房,南北,47586元/平米,无,,3室2厅2卫,,145平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208482998_11485695x2411542583_162608820.htm,高层,30%,5.1,奥帆封闭鲁商小区 精装三居 户型方正 一梯一户 送车位,5.00元/平米·月,住宅                    ,鲁商首府,精装修
海信燕岛国际公寓奥帆中心-增城路7号,70年产权;,个人产权,南北,60049元/平米,有,,3室2厅2卫,平层,203平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210129461_12213119x2411091000_165314008.htm,高层,67.7%,2.26,市南奥帆 海信燕岛国际 精装海景房 带车位 满五年 品质,2.9元/平米·月,住宅                    ,海信燕岛国际公寓,精装修
贵合花园福州南路-福州南路20号,70年产权;,个人产权,南北,32847元/平米,无,,3室2厅2卫,平层,137平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206813166_12359163x2411013212_165778659.htm,高层,35%,1.8,新出贵合花园 元宝套三 全明南北通透户型 不临街,0.5元/平米·月,住宅                    ,贵合花园,精装修
海信金色慧谷广电大厦-仙居路66号,,商品房,暂无,28936元/平米,无,,2室2厅1卫,平层,94平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210636506_11480974x2411092081_165622829.htm,中层,45%,1.8,福州路延吉路有钥匙 海信 金色慧谷 套二双厅 全明 采光好 安静出,1.5元/平米·月,住宅                    ,海信金色慧谷,精装修
深蓝中心五四广场-东海西路11号,,商品房,南北,61765元/平米,无,,3室2厅2卫,平层,272平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210452819_11489477x2411774603_165944191.htm,中层,30%,6.5,南北通透 绿城深蓝 户型方正 海景 游泳池 会所,暂无资料,住宅                    ,深蓝中心,精装修
天福苑天山-宁夏路206号,70年产权;,商品房,南北,25000元/平米,无,,3室2厅2卫,,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989927_12199400x2411024194_165919459.htm,高层,40%,1.85,天福苑 双南一北卧西明厅 中间楼层 采光好 精装修 价位可议,1元/平米·月,住宅                    ,天福苑,中装修
康嘉国际公寓二轻新村-泰州路23号,,商品房,南,36986元/平米,无,,2室2厅1卫,,73平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212667341_12238299x2411309663_160172151.htm,中层,30%,2.9,"精装修双南套二,镇江路过度房源,次新小区,一梯两户",1.4元/平米·月,住宅                    ,康嘉国际公寓,精装修
海信慧园二期湛山-江西路7号,70年产权;,个人产权,南北,39290元/平米,有,,2室2厅1卫,平层,110.97平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207783709_11486567x2411070353_163807443.htm,高层,35%,3.76,海信慧园二期精装修带车位镇江路2号线全明户型,1.7元/平米·月,住宅                    ,海信慧园二期,精装修
海悦中心东海路-东海中路18号,70年产权;,商品房,南北,30290元/平米,无,,3室2厅2卫,,138平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209453695_11485264x2411012852_164738428.htm,高层,30%,5,东海路 新出(海景房)精装双南卧 学qu房 近金海广场澳门路,0.80元/平米·月,住宅                    ,海悦中心,精装修
滨海花园五四广场-东海西路33号,70年产权;,商品房,南北,27130元/平米,无,,3室2厅2卫,,115平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211611850_11490240x2411012849_165148688.htm,高层,30%,2.3,急售东海路滨海花园五四广场可看海全明户型看房方便,1.4元/平米·月,住宅                    ,滨海花园,精装修
康嘉景园二轻新村-金坛路32号,70年产权;,商品房,南,34968元/平米,无,,2室2厅1卫,,108.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210356182_12228539x2411203705_165316770.htm,高层,30%,3.37,康嘉景园满五年省税镇江路学升59中采光好视野好,1.46元/平米·月,住宅                    ,康嘉景园,精装修
新贵都D区浮山所-南京路78号-98号,70年产权;,商品房,南北,27957元/平米,无,,3室1厅1卫,平层,93平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212720941_12272957x2411668995_160538583.htm,低层,40%,4.6,"浮山所新贵都D区经典套三出售,有电梯,楼下就是,坐等升",1.2元/平米·月,住宅                    ,新贵都D区,精装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,个人产权,西北,29371元/平米,有,,2室2厅2卫,平层,143平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210780872_12271157x2411173023_160510965.htm,中层,25%,9.99,凯悦 奥帆旁 高楼层 海景房 视野好,6.5元/平米·月,住宅                    ,凯悦中心,精装修
环海花园辛家庄-燕儿岛路22号,,商品房,南北,28788元/平米,无,,3室2厅1卫,,132平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210975127_11480042x2411657155_163688369.htm,中层,35%,1.45,书城 福州路 香港中路小区 多层 套三 元宝户型 380万,0.6元/平米·月,住宅                    ,环海花园,中装修
慧博园二轻新村-宁夏路116号,70年产权;,商品房,南北,37653元/平米,有,,2室2厅1卫,平层,98平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211818820_12345616x2411097180_160502936.htm,低层,45%,1.5,"慧博园 小区2楼,看房子方便",1.2元/平米·月,住宅                    ,慧博园,精装修
新贵都伟东尚城浮山所-青岛市南区南京路12号,,商品房,南北,31119元/平米,无,,3室2厅2卫,平层,143平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209696185_11282243x2411633543_164690094.htm,低层,25%,3.23,新贵都三期 近南京路 双南卧 低楼层 06年小区 近,1.2元/平米·月,住宅                    ,新贵都伟东尚城,简装修
柏丽澜庭奥帆中心-金湾路1号,,商品房,南北,53812元/平米,无,,2室2厅2卫,平层,223平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212876652_11475819x2411229183_163803352.htm,高层,65%,1.51,海尔洲际旁 柏丽澜庭 客厅 奥帆海景 送车位,4.13元/平米·月,住宅                    ,柏丽澜庭,豪华装修
凯悦中心浮山所-燕儿岛路8号,70年产权;,个人产权,西北,30070元/平米,有,,2室2厅2卫,平层,143平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210785385_12271632x2411173023_160510965.htm,低层,25%,9.99,凯悦 近鲁商 海景房 豪装 多套房源在售,6.5元/平米·月,住宅                    ,凯悦中心,豪华装修
星海苑二期浮山所-江西路35号,,个人产权,南,35263元/平米,无,,2室1厅2卫,平层,95平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209238897_11489035x2411284743_163496389.htm,高层,31%,4.3,江西路星海苑二期 套二双厅 95平精装双气 带车库 急售,0.9元/平米·月,住宅                    ,星海苑二期,精装修
华润中心悦府五四广场-香港中路香格里拉北侧,70,个人产权,南北,45070元/平米,有,,3室2厅2卫,平层,142平米,住宅                    ,http://esf.qd.fang.com/chushou/18_197176580_11963637x2411709225_165314008.htm,中层,16%,5.5,华润悦府 精装带车位 全明户型 南北通透 满两年 业主诚售,5.3元/㎡·月,住宅                    ,华润中心悦府,精装修
万丽海景湛山-东海西路1号,70年产权;,个人产权,南北,59091元/平米,有,,1室1厅1卫,,55平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208832139_11934569x2411162251_164687115.htm,中层,35%,4,万丽海景 青岛海景公寓 一手房,7元/平米·月,住宅                    ,万丽海景,精装修
双星海富楼八大峡-市南区瞿塘峡路47号,,商品房,南,19925元/平米,有,,3室2厅2卫,,133平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211657033_12335483x2411656371_165984848.htm,中层,30%,2.5,海富楼户型全南海景,暂无资料,住宅                    ,双星海富楼,中装修
天福苑天山-宁夏路206号,70年产权;,个人产权,南北,23759元/平米,有,,3室2厅2卫,平层,133平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210732089_12195314x2411024194_160565653.htm,中层,40%,1.85,全封闭小区 大气好户型 楼层视野好 不临街 满五年,1元/平米·月,住宅                    ,天福苑,精装修
万丽海景湛山-东海西路1号,70年产权;,商品房,南,47154元/平米,无,,2室2厅2卫,平层,123平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207981048_11489253x2411162251_160521729.htm,高层,35%,4,八大关万丽海景 一房看尽半座城 全新未住 看海 看房有钥匙,7元/平米·月,住宅                    ,万丽海景,豪华装修
旭泰花园辛家庄-燕儿岛路20号,,商品房,南,28061元/平米,无,,3室2厅1卫,,98平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210090279_12208955x2411657153_163975929.htm,低层,30%,1,"香港中路,旭泰花园,燕儿岛路,套三双厅,南北通透,看房方便",0.3元/平米·月,住宅                    ,旭泰花园,精装修
