,IP,,,PORT,,TYPE,Æ´½Ó
{'ip_port': ',182.112.200.246,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '182.112.200.246:8118', 'user_pass': ''},"
{'ip_port': ',42.49.119.25,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.49.119.25:8118', 'user_pass': ''},"
{'ip_port': ',125.119.80.169,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '125.119.80.169:8118', 'user_pass': ''},"
{'ip_port': ',59.47.199.54,,:,8080,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.47.199.54:8080', 'user_pass': ''},"
{'ip_port': ',171.38.66.23,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.38.66.23:8123', 'user_pass': ''},"
{'ip_port': ',110.72.23.185,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.23.185:8123', 'user_pass': ''},"
{'ip_port': ',125.40.16.233,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.40.16.233:8118', 'user_pass': ''},"
{'ip_port': ',110.72.31.95,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.31.95:8123', 'user_pass': ''},"
{'ip_port': ',49.71.81.49,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.71.81.49:3128', 'user_pass': ''},"
{'ip_port': ',119.98.209.28,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.98.209.28:8118', 'user_pass': ''},"
{'ip_port': ',27.40.148.148,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.148.148:61234', 'user_pass': ''},"
{'ip_port': ',110.72.31.169,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.31.169:8123', 'user_pass': ''},"
{'ip_port': ',110.72.26.234,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.26.234:8123', 'user_pass': ''},"
{'ip_port': ',118.254.152.224,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.152.224:3128', 'user_pass': ''},"
{'ip_port': ',123.232.171.110,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.232.171.110:8118', 'user_pass': ''},"
{'ip_port': ',122.242.90.209,,:,22542,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.242.90.209:22542', 'user_pass': ''},"
{'ip_port': ',110.72.22.150,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.22.150:8123', 'user_pass': ''},"
{'ip_port': ',115.46.72.123,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.72.123:8123', 'user_pass': ''},"
{'ip_port': ',222.181.147.122,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.181.147.122:8118', 'user_pass': ''},"
{'ip_port': ',110.73.43.132,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.43.132:8123', 'user_pass': ''},"
{'ip_port': ',114.238.55.134,,:,25618,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.238.55.134:25618', 'user_pass': ''},"
{'ip_port': ',110.73.1.104,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.1.104:8123', 'user_pass': ''},"
{'ip_port': ',219.155.131.207,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '219.155.131.207:8118', 'user_pass': ''},"
{'ip_port': ',110.73.0.162,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.0.162:8123', 'user_pass': ''},"
{'ip_port': ',122.4.43.103,,:,21225,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.4.43.103:21225', 'user_pass': ''},"
{'ip_port': ',180.102.169.101,,:,27525,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.102.169.101:27525', 'user_pass': ''},"
{'ip_port': ',121.31.101.136,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.101.136:8123', 'user_pass': ''},"
{'ip_port': ',49.89.86.146,,:,30545,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.89.86.146:30545', 'user_pass': ''},"
{'ip_port': ',60.175.196.39,,:,25156,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.175.196.39:25156', 'user_pass': ''},"
{'ip_port': ',60.175.196.39,,:,25156,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.175.196.39:25156', 'user_pass': ''},"
{'ip_port': ',180.120.227.73,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.120.227.73:8118', 'user_pass': ''},"
{'ip_port': ',121.233.208.103,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.233.208.103:8118', 'user_pass': ''},"
{'ip_port': ',110.73.7.160,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.7.160:8123', 'user_pass': ''},"
{'ip_port': ',125.78.110.94,,:,39496,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.78.110.94:39496', 'user_pass': ''},"
{'ip_port': ',124.133.75.183,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.133.75.183:8118', 'user_pass': ''},"
{'ip_port': ',121.31.100.15,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.100.15:8123', 'user_pass': ''},"
{'ip_port': ',121.31.102.37,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.102.37:8123', 'user_pass': ''},"
{'ip_port': ',115.55.153.249,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.55.153.249:8118', 'user_pass': ''},"
{'ip_port': ',180.155.131.143,,:,28952,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.155.131.143:28952', 'user_pass': ''},"
{'ip_port': ',115.46.70.113,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.70.113:8123', 'user_pass': ''},"
{'ip_port': ',115.221.118.47,,:,45913,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.118.47:45913', 'user_pass': ''},"
{'ip_port': ',180.122.145.222,,:,24944,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.145.222:24944', 'user_pass': ''},"
{'ip_port': ',121.31.194.81,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.194.81:8123', 'user_pass': ''},"
{'ip_port': ',117.92.79.159,,:,27091,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.92.79.159:27091', 'user_pass': ''},"
{'ip_port': ',121.236.166.197,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.236.166.197:8118', 'user_pass': ''},"
{'ip_port': ',27.44.251.45,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.44.251.45:8118', 'user_pass': ''},"
{'ip_port': ',180.110.4.196,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.110.4.196:3128', 'user_pass': ''},"
{'ip_port': ',121.31.177.145,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.177.145:8123', 'user_pass': ''},"
{'ip_port': ',121.31.192.115,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.192.115:8123', 'user_pass': ''},"
{'ip_port': ',110.73.41.195,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.41.195:8123', 'user_pass': ''},"
{'ip_port': ',110.73.43.157,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.43.157:8123', 'user_pass': ''},"
{'ip_port': ',110.248.98.62,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.248.98.62:8118', 'user_pass': ''},"
{'ip_port': ',110.73.42.80,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.42.80:8123', 'user_pass': ''},"
{'ip_port': ',171.217.136.73,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.217.136.73:8888', 'user_pass': ''},"
{'ip_port': ',114.228.21.249,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.228.21.249:8118', 'user_pass': ''},"
{'ip_port': ',123.184.88.105,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.184.88.105:80', 'user_pass': ''},"
{'ip_port': ',180.122.148.193,,:,35721,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.148.193:35721', 'user_pass': ''},"
{'ip_port': ',182.42.244.11,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.244.11:808', 'user_pass': ''},"
{'ip_port': ',123.185.129.27,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.185.129.27:8118', 'user_pass': ''},"
{'ip_port': ',121.31.154.240,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.154.240:8123', 'user_pass': ''},"
{'ip_port': ',171.37.159.127,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.37.159.127:8123', 'user_pass': ''},"
{'ip_port': ',121.238.3.218,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.238.3.218:8118', 'user_pass': ''},"
{'ip_port': ',140.250.153.8,,:,43551,"', 'user_pass': ''},",HTTP,"{'ip_port': '140.250.153.8:43551', 'user_pass': ''},"
{'ip_port': ',182.121.210.13,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '182.121.210.13:8118', 'user_pass': ''},"
{'ip_port': ',117.86.126.94,,:,26313,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.86.126.94:26313', 'user_pass': ''},"
{'ip_port': ',14.117.178.151,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '14.117.178.151:808', 'user_pass': ''},"
{'ip_port': ',1.199.194.9,,:,34282,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.199.194.9:34282', 'user_pass': ''},"
{'ip_port': ',183.55.43.162,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.55.43.162:8118', 'user_pass': ''},"
{'ip_port': ',121.31.197.49,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.197.49:8123', 'user_pass': ''},"
{'ip_port': ',222.85.50.131,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.85.50.131:808', 'user_pass': ''},"
{'ip_port': ',180.120.211.9,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.120.211.9:808', 'user_pass': ''},"
{'ip_port': ',115.46.72.66,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.72.66:8123', 'user_pass': ''},"
{'ip_port': ',118.254.155.69,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.155.69:3128', 'user_pass': ''},"
{'ip_port': ',39.86.40.205,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '39.86.40.205:8118', 'user_pass': ''},"
{'ip_port': ',59.51.122.137,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '59.51.122.137:3128', 'user_pass': ''},"
{'ip_port': ',120.43.56.254,,:,24521,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.43.56.254:24521', 'user_pass': ''},"
{'ip_port': ',182.42.41.131,,:,33305,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.41.131:33305', 'user_pass': ''},"
{'ip_port': ',123.161.154.248,,:,34699,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.161.154.248:34699', 'user_pass': ''},"
{'ip_port': ',171.121.217.250,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.121.217.250:80', 'user_pass': ''},"
{'ip_port': ',60.167.20.153,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.167.20.153:808', 'user_pass': ''},"
{'ip_port': ',115.46.64.143,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.64.143:8123', 'user_pass': ''},"
{'ip_port': ',175.146.126.87,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '175.146.126.87:8118', 'user_pass': ''},"
{'ip_port': ',183.45.79.244,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.45.79.244:80', 'user_pass': ''},"
{'ip_port': ',115.46.69.205,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.69.205:8123', 'user_pass': ''},"
{'ip_port': ',222.95.98.204,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.95.98.204:8118', 'user_pass': ''},"
{'ip_port': ',139.226.56.230,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '139.226.56.230:8118', 'user_pass': ''},"
{'ip_port': ',222.95.98.250,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.95.98.250:8118', 'user_pass': ''},"
{'ip_port': ',139.208.194.8,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '139.208.194.8:8118', 'user_pass': ''},"
{'ip_port': ',113.121.242.65,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.121.242.65:808', 'user_pass': ''},"
{'ip_port': ',115.221.121.53,,:,30378,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.221.121.53:30378', 'user_pass': ''},"
{'ip_port': ',171.38.26.12,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.38.26.12:8123', 'user_pass': ''},"
{'ip_port': ',171.12.181.170,,:,27504,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.12.181.170:27504', 'user_pass': ''},"
{'ip_port': ',114.103.133.121,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.103.133.121:8118', 'user_pass': ''},"
{'ip_port': ',27.211.233.175,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.211.233.175:8118', 'user_pass': ''},"
{'ip_port': ',144.123.69.185,,:,46572,"', 'user_pass': ''},",HTTPS,"{'ip_port': '144.123.69.185:46572', 'user_pass': ''},"
{'ip_port': ',42.180.121.214,,:,24315,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.180.121.214:24315', 'user_pass': ''},"
{'ip_port': ',60.167.135.232,,:,47646,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.167.135.232:47646', 'user_pass': ''},"
{'ip_port': ',180.155.129.199,,:,33796,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.155.129.199:33796', 'user_pass': ''},"
{'ip_port': ',115.210.181.239,,:,30050,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.210.181.239:30050', 'user_pass': ''},"
{'ip_port': ',183.52.104.176,,:,43558,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.52.104.176:43558', 'user_pass': ''},"
{'ip_port': ',125.126.164.100,,:,29448,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.126.164.100:29448', 'user_pass': ''},"
{'ip_port': ',59.51.120.167,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.51.120.167:3128', 'user_pass': ''},"
{'ip_port': ',27.40.157.227,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.157.227:61234', 'user_pass': ''},"
{'ip_port': ',223.246.203.134,,:,26849,"', 'user_pass': ''},",HTTPS,"{'ip_port': '223.246.203.134:26849', 'user_pass': ''},"
{'ip_port': ',27.40.159.162,,:,61234,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.40.159.162:61234', 'user_pass': ''},"
{'ip_port': ',218.73.135.75,,:,43761,"', 'user_pass': ''},",HTTP,"{'ip_port': '218.73.135.75:43761', 'user_pass': ''},"
{'ip_port': ',117.62.1.183,,:,48963,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.62.1.183:48963', 'user_pass': ''},"
{'ip_port': ',60.167.132.169,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.167.132.169:808', 'user_pass': ''},"
{'ip_port': ',113.121.185.172,,:,45182,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.121.185.172:45182', 'user_pass': ''},"
{'ip_port': ',1.193.237.119,,:,26633,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.193.237.119:26633', 'user_pass': ''},"
{'ip_port': ',125.126.163.123,,:,26268,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.126.163.123:26268', 'user_pass': ''},"
{'ip_port': ',42.54.7.239,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.54.7.239:80', 'user_pass': ''},"
{'ip_port': ',125.126.172.25,,:,25670,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.126.172.25:25670', 'user_pass': ''},"
{'ip_port': ',123.128.182.48,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.128.182.48:8118', 'user_pass': ''},"
{'ip_port': ',140.250.128.233,,:,22304,"', 'user_pass': ''},",HTTP,"{'ip_port': '140.250.128.233:22304', 'user_pass': ''},"
{'ip_port': ',180.122.148.252,,:,40883,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.122.148.252:40883', 'user_pass': ''},"
{'ip_port': ',115.210.76.25,,:,21272,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.210.76.25:21272', 'user_pass': ''},"
{'ip_port': ',59.58.64.79,,:,9999,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.58.64.79:9999', 'user_pass': ''},"
{'ip_port': ',115.46.73.195,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.73.195:8123', 'user_pass': ''},"
{'ip_port': ',115.213.201.174,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.201.174:3128', 'user_pass': ''},"
{'ip_port': ',118.254.149.142,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.149.142:3128', 'user_pass': ''},"
{'ip_port': ',60.169.218.53,,:,23455,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.169.218.53:23455', 'user_pass': ''},"
{'ip_port': ',27.154.145.18,,:,24362,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.154.145.18:24362', 'user_pass': ''},"
{'ip_port': ',123.13.40.72,,:,9999,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.13.40.72:9999', 'user_pass': ''},"
{'ip_port': ',180.156.94.192,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.156.94.192:8118', 'user_pass': ''},"
{'ip_port': ',60.184.184.217,,:,32712,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.184.184.217:32712', 'user_pass': ''},"
{'ip_port': ',1.197.178.139,,:,29101,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.197.178.139:29101', 'user_pass': ''},"
{'ip_port': ',220.162.155.72,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '220.162.155.72:8888', 'user_pass': ''},"
{'ip_port': ',123.149.162.135,,:,44264,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.149.162.135:44264', 'user_pass': ''},"
{'ip_port': ',122.4.40.134,,:,31780,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.4.40.134:31780', 'user_pass': ''},"
{'ip_port': ',36.26.107.18,,:,31294,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.26.107.18:31294', 'user_pass': ''},"
{'ip_port': ',49.70.17.65,,:,37441,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.70.17.65:37441', 'user_pass': ''},"
{'ip_port': ',1.199.193.72,,:,23405,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.199.193.72:23405', 'user_pass': ''},"
{'ip_port': ',115.202.80.205,,:,25642,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.202.80.205:25642', 'user_pass': ''},"
{'ip_port': ',117.60.173.240,,:,38341,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.60.173.240:38341', 'user_pass': ''},"
{'ip_port': ',115.203.200.71,,:,45050,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.203.200.71:45050', 'user_pass': ''},"
{'ip_port': ',114.228.217.236,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.228.217.236:8118', 'user_pass': ''},"
{'ip_port': ',110.72.35.17,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.35.17:8123', 'user_pass': ''},"
{'ip_port': ',119.186.66.31,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.186.66.31:8118', 'user_pass': ''},"
{'ip_port': ',123.160.52.76,,:,22517,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.160.52.76:22517', 'user_pass': ''},"
{'ip_port': ',180.113.82.172,,:,36850,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.113.82.172:36850', 'user_pass': ''},"
{'ip_port': ',115.210.178.18,,:,32362,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.210.178.18:32362', 'user_pass': ''},"
{'ip_port': ',27.40.146.159,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.146.159:61234', 'user_pass': ''},"
{'ip_port': ',115.221.123.121,,:,24720,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.123.121:24720', 'user_pass': ''},"
{'ip_port': ',123.53.118.152,,:,20015,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.53.118.152:20015', 'user_pass': ''},"
{'ip_port': ',221.225.7.157,,:,36110,"', 'user_pass': ''},",HTTPS,"{'ip_port': '221.225.7.157:36110', 'user_pass': ''},"
{'ip_port': ',171.13.36.108,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.13.36.108:808', 'user_pass': ''},"
{'ip_port': ',117.28.163.221,,:,38886,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.28.163.221:38886', 'user_pass': ''},"
{'ip_port': ',115.221.125.158,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.125.158:808', 'user_pass': ''},"
{'ip_port': ',171.14.208.157,,:,37059,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.14.208.157:37059', 'user_pass': ''},"
{'ip_port': ',27.40.137.22,,:,61234,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.40.137.22:61234', 'user_pass': ''},"
{'ip_port': ',117.28.162.37,,:,31238,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.28.162.37:31238', 'user_pass': ''},"
{'ip_port': ',110.73.52.55,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.52.55:8123', 'user_pass': ''},"
{'ip_port': ',115.230.51.94,,:,30319,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.230.51.94:30319', 'user_pass': ''},"
{'ip_port': ',115.210.72.7,,:,48833,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.210.72.7:48833', 'user_pass': ''},"
{'ip_port': ',171.13.255.103,,:,48558,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.13.255.103:48558', 'user_pass': ''},"
{'ip_port': ',110.89.128.94,,:,29842,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.89.128.94:29842', 'user_pass': ''},"
{'ip_port': ',49.70.33.63,,:,45361,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.70.33.63:45361', 'user_pass': ''},"
{'ip_port': ',58.60.255.10,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '58.60.255.10:8118', 'user_pass': ''},"
{'ip_port': ',39.90.170.128,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '39.90.170.128:8118', 'user_pass': ''},"
{'ip_port': ',121.31.195.10,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.195.10:8123', 'user_pass': ''},"
{'ip_port': ',115.46.78.122,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.78.122:8123', 'user_pass': ''},"
{'ip_port': ',115.226.148.209,,:,28948,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.226.148.209:28948', 'user_pass': ''},"
{'ip_port': ',121.224.40.9,,:,31677,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.224.40.9:31677', 'user_pass': ''},"
{'ip_port': ',36.22.197.93,,:,20527,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.22.197.93:20527', 'user_pass': ''},"
{'ip_port': ',140.250.138.224,,:,46177,"', 'user_pass': ''},",HTTPS,"{'ip_port': '140.250.138.224:46177', 'user_pass': ''},"
{'ip_port': ',27.153.128.180,,:,25700,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.153.128.180:25700', 'user_pass': ''},"
{'ip_port': ',222.85.22.135,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.85.22.135:808', 'user_pass': ''},"
{'ip_port': ',1.194.165.54,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.194.165.54:808', 'user_pass': ''},"
{'ip_port': ',218.73.137.185,,:,44661,"', 'user_pass': ''},",HTTPS,"{'ip_port': '218.73.137.185:44661', 'user_pass': ''},"
{'ip_port': ',113.124.220.83,,:,37637,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.124.220.83:37637', 'user_pass': ''},"
{'ip_port': ',49.81.33.209,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.81.33.209:808', 'user_pass': ''},"
{'ip_port': ',120.69.186.58,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '120.69.186.58:8118', 'user_pass': ''},"
{'ip_port': ',123.157.206.145,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.157.206.145:80', 'user_pass': ''},"
{'ip_port': ',175.160.148.132,,:,8080,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.160.148.132:8080', 'user_pass': ''},"
{'ip_port': ',113.79.75.16,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.79.75.16:808', 'user_pass': ''},"
{'ip_port': ',175.146.92.212,,:,21082,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.146.92.212:21082', 'user_pass': ''},"
{'ip_port': ',112.229.233.179,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '112.229.233.179:8118', 'user_pass': ''},"
{'ip_port': ',42.49.119.26,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '42.49.119.26:8118', 'user_pass': ''},"
{'ip_port': ',175.168.166.32,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '175.168.166.32:80', 'user_pass': ''},"
{'ip_port': ',123.14.173.155,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.14.173.155:8118', 'user_pass': ''},"
{'ip_port': ',114.223.63.152,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.223.63.152:808', 'user_pass': ''},"
{'ip_port': ',39.72.118.39,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '39.72.118.39:8118', 'user_pass': ''},"
{'ip_port': ',60.208.219.182,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.208.219.182:8118', 'user_pass': ''},"
{'ip_port': ',121.31.195.232,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.195.232:8123', 'user_pass': ''},"
{'ip_port': ',125.126.173.2,,:,33024,"', 'user_pass': ''},",HTTP,"{'ip_port': '125.126.173.2:33024', 'user_pass': ''},"
{'ip_port': ',121.236.50.95,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.236.50.95:8118', 'user_pass': ''},"
{'ip_port': ',123.8.36.250,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.8.36.250:80', 'user_pass': ''},"
{'ip_port': ',27.40.159.51,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.159.51:61234', 'user_pass': ''},"
{'ip_port': ',110.73.33.168,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.33.168:8123', 'user_pass': ''},"
